smiles,name,id,inchi_key,atc
CCN(CC)CCNC(=O)C1CCC(NC(C)=O)CC1,acecainide,BRD-K07753030,KEECCEWTUVWFCV-UHFFFAOYSA-N,
CC(=O)CC(C1CCC(CC1)[N+]([O-])=O)C1C(O)C2CCCCC2OC1=O,acenocoumarol,BRD-A65051990,VABCILAOYCMVPS-UHFFFAOYSA-N,B01AA07
CC(=O)NC1NNC(S1)S(N)(=O)=O,acetazolamide,BRD-K43457670,BZKPWHYZMXOIDC-UHFFFAOYSA-N,S01EC01
CC(=O)N[C@H](CS)C(O)=O,acetylcysteine,BRD-K67174965,PWKSKIMOESPYIA-SCSAIBSYSA-N,S01XA08
CC(=O)N[C@H](CS)C(O)=O,acetylcysteine,BRD-K67174965,PWKSKIMOESPYIA-SCSAIBSYSA-N,V03AB23
CC(=O)N[C@H](CS)C(O)=O,acetylcysteine,BRD-K67174965,PWKSKIMOESPYIA-SCSAIBSYSA-N,R05CB01
CC(=O)NCCCCCC(O)=O,acexamic-acid,BRD-K72215350,WDSCBUNMANHPFH-UHFFFAOYSA-N,
CC1(OC(=CC1=O)C(O)=O)C1CCCCC1,acifran,BRD-A29520968,DFDGRKNOFOJBAJ-UHFFFAOYSA-N,
CC1CNC(C[N+]1[O-])C(O)=O,acipimox,BRD-K63736853,DJQOOSBJCLSSEY-UHFFFAOYSA-N,C10AD06
N[C@H]([C@@H]1CC(CL)=NO1)C(O)=O,acivicin,BRD-K13050541,QAWIHIJWNYOLBE-ZAFYKAAXSA-N,
OC(C(=O)O[C@H]1C[N+]2(CCCOC3CCCCC3)CCC1CC2)(C1CCCS1)C1CCCS1,aclidinium,BRD-K74363950,ASMXXROZKSBQIH-VITNCHFBSA-N,
CC1CCC(CC1)C(=C/CN1CCCC1)\C1CCCC(\C=C\C(O)=O)N1,acrivastine,BRD-K50163129,PWACSDKDOHSSQD-IUTFFREVSA-N,R06AX18
CC(=O)NC1CCC(CC(O)=O)CC1,actarit,BRD-K33483813,MROJXXOCABQVEF-UHFFFAOYSA-N,
ONC(=O)CCCCCCNC(=O)C1CNC(NC1)N(C1CCCCC1)C1CCCCC1,ACY-1215,BRD-K82928847,QGZYDVAGYRLSKP-UHFFFAOYSA-N,
NC1NC2N(COCCO)CNC2C(=O)[NH]1,acyclovir,BRD-K32318651,MKUXAQIIEYXACX-UHFFFAOYSA-N,
COC1CCC(CC1C12CC3CC(CC(C3)C1)C2)-C1CCC2CC(CCC2C1)C(O)=O,adapalene,BRD-K33127281,LZCDAPDGXCYOEH-UHFFFAOYSA-N,D10AD03
OC(=O)\C=C\C1CCC(CC1)-C1CCC(O)C(C1)C12CC3CC(CC(C3)C1)C2,adarotene,BRD-K00152668,QAWBIEIZDDIEMW-FPYGCLRLSA-N,
O=C(NCCN1CCN(CC1)C1NCCCN1)C12CC3CC(CC(C3)C1)C2,adatanserin,BRD-K67789209,HPFLVTSWRFCPCV-UHFFFAOYSA-N,
NC1NCNC2N(CNC12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,adenosine,BRD-K01577834,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C01EB10
FC1CCC(CC1)-C1CNCC(CN2CCN(CC2)C2CCCC3OCCOC23)C1,adoprazine,BRD-K34870043,IUVSEUFHPNITEQ-UHFFFAOYSA-N,
CCN1CCN(CC2CCC(CC2)-C2CC3C(N[C@H](C)C4CCCCC4)NCNC3[NH]2)CC1,AEE-788,BRD-K40718343,OONFNUWBHFSNBT-HXUWFJFHSA-N,
CN(C)C\C=C\C(=O)NC1CC2C(NC3CCC(F)C(CL)C3)NCNC2CC1O[C@H]1CCOC1,afatinib,BRD-K66175015,ULXXDDBFHOBEHA-CWDCEQMOSA-N,L01XE13
CN(C)C\C=C\C(=O)NC1CC2C(NC3CCC(F)C(CL)C3)NCNC2CC1OC1CCOC1,afatinib,BRD-A58767537,ULXXDDBFHOBEHA-ONEGZZNKSA-N,L01XE13
CC1CCCCC1-N1C(CF)NC2CCC(N)CC2C1=O,afloqualone,BRD-K69247067,VDOSWXIDETXFET-UHFFFAOYSA-N,
CC1NCCN1CC(=O)N(C(C(=O)NC1CCCCC1)C1CCCCC1C)C1CCCC(F)C1,AGI-5198,BRD-A56371469,FNYGWXSATBUBER-UHFFFAOYSA-N,
FC(F)(F)C1CCCC(NC(=O)NC2CC(CCC2-C2CCSC2)S(=O)(=O)NC2CC2)C1,AGI-6780,BRD-K04691817,CCAWRGNYALGPQH-UHFFFAOYSA-N,
CLC1CCC(CL)C(C1)C2CCC(/C=C(\C#N)/C(=O)NC3CCCC4NCCCC34)O2,AGK-2,BRD-K32536677,SVENPFFEMUOOGK-SDNWHVSQSA-N,
COC1CCC2CCCC(CCNC(C)=O)C2C1,agomelatine,BRD-K84698278,YJYPHIXNFHFHND-UHFFFAOYSA-N,N06AX22
CCCCCCCCCCCCCCCCCCCCCC(O)=O,AGP-103,BRD-K91495480,UKMSUNONTOPOIO-UHFFFAOYSA-N,
NC(=O)C1NCN(C2OC(COP(O)(O)=O)C(O)C2O)C1N,AICA-ribonucleotide,BRD-A67373739,NOTGFIUVDGNKRI-UHFFFAOYSA-N,
O=C1[NH]C2CCCCC2N1C3CCN(CC4CCC(CC4)C5NC6CC7[NH]CNC7CC6NC5C8CCCCC8)CC3,AKT-inhibitor-1-2,BRD-K04887706,BIWGYFZAEWGBAL-UHFFFAOYSA-N,
CC1SC[N+](CC(=O)C2CCCCC2)C1C,alagebrium,BRD-K96029467,LYLFQLCLUXOFOL-UHFFFAOYSA-N,
CC(N)C(=O)OC(C)(C)CC1CCC(CL)CC1,alaproclate,BRD-A14966924,FZSPJBYOKQPKCD-UHFFFAOYSA-N,N06AB07
CCCSC1CCC2[NH]C(NC(=O)OC)NC2C1,albendazole,BRD-K79131256,HXHWSAZORRCQMX-UHFFFAOYSA-N,P02CA03
CCC1CC2C(=O)C3C([NH]C4CC(CCC34)C#N)C(C)(C)C2CC1N1CCC(CC1)N1CCOCC1,alectinib,BRD-K11267252,KDGFLJKFZUIJMX-UHFFFAOYSA-N,L01XE36
COC1CC(NC2NCC3CN=C(C4CC(CL)CCC4-C3N2)C2C(F)CCCC2OC)CCC1C(O)=O,alisertib,BRD-K75295174,ZLHFILGSQDJULK-UHFFFAOYSA-N,
COCCCOC1CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)CCC1OC,aliskiren,BRD-K30020243,UXOWGYHJODZGMF-QORCZRPOSA-N,C09XA02
COC1CC2[NH]NNC2CC1C(=O)NCC1CCCN1CC=C,alizapride,BRD-A03061970,KSEYRUGYKHXGFW-UHFFFAOYSA-N,A03FA05
O=C1[NH]CNC2[NH]NCC12,allopurinol,BRD-K86307448,OFCNXPDARWKPPY-UHFFFAOYSA-N,M04AA01
FC1CCC(CC1)C(N1CCN(CC1)C1NC(NCC=C)NC(NCC=C)N1)C1CCC(F)CC1,almitrine,BRD-K82677201,OBDOVFRMEYHSQB-UHFFFAOYSA-N,R07AB07
CNC(=O)[C@H](N1CCC2CC(OC)C(OC)CC2[C@@H]1CCC1CCC(CC1)C(F)(F)F)C1CCCCC1,almorexant,BRD-K84810405,DKMACHNQISHMDN-RPLLCQBOSA-N,
CC1NC(NC(=O)N2CCC[C@H]2C(N)=O)SC1-C1CCNC(C1)C(C)(C)C(F)(F)F,alpelisib,BRD-K54997624,STUWGJZDJHPWGZ-LBPRGKRZSA-N,
CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCCCCC(O)=O,alprostadil,BRD-K73691377,GMVPRGQOIOIIMI-AIJKCLAYSA-N,C01EA01
CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCCCCC(O)=O,alprostadil,BRD-K73691377,GMVPRGQOIOIIMI-AIJKCLAYSA-N,G04BE01
FC1CCC(CC1)C(=O)C1CCN(CCN2C(=S)[NH]C3CCCCC3C2=O)CC1,altanserin,BRD-K00610438,SMYALUSCZJXWHG-UHFFFAOYSA-N,
C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(O)CC=C,altrenogest,BRD-K14619660,VWAUPFMBXBWEQY-IVAOSVALSA-N,
CN(C)C1NC(NC(N1)N(C)C)N(C)C,altretamine,BRD-K67043667,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,L01XX03
CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C/C=C\[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,alvespimycin,BRD-K23499943,KUFRQPKVAWMTJO-TYVPZVKISA-N,
C[C@H]1CN(C[C@H](CC2CCCCC2)C(=O)NCC(O)=O)CC[C@@]1(C)C1CCCC(O)C1,alvimopan,BRD-K07857022,UPNUIXSCZBYVBB-JVFUWBCBSA-N,A06AH02
CN1CC[C@@H]([C@H](O)C1)C1C(O)CC(O)C2C1OC(CC2=O)-C1CCCCC1CL,alvocidib,BRD-K87909389,BIIVYFLTOXDAOV-YVEFUNNKSA-N,
CC1CN(CN1)-C1CC(CC(C1)C(F)(F)F)C(=O)NC1CCC(C)C(NC(=O)C2CCNO2)C1,ALW-II-38-3,BRD-K68191783,IYUFHBXMTTXZBE-UHFFFAOYSA-N,
CC1CCC(CC1NC1CNCC(C1)C(N)=O)C(=O)NC1CCCC(C1)C(F)(F)F,ALW-II-49-7,BRD-K22096725,SAAYRHKJHDIDPH-UHFFFAOYSA-N,
CN(CC[C@@H](OC1CCC(CC1)-C1CCCCC1)C1CCC(F)CC1)CC(O)=O,ALX-5407,BRD-K53979406,FDORQEIHOKEJNX-HSZRJFAPSA-N,
OC1C(I)CC(I)CC1I,AM-24,BRD-K59013864,VAPDZNUFNKUROY-UHFFFAOYSA-N,
NC12CC3CC(CC(C3)C1)C2,amantadine,BRD-K70330367,DKNWSYNQZKUICI-UHFFFAOYSA-N,N04BB01
COC([C@H](OC1NC(C)CC(C)N1)C(O)=O)(C1CCCCC1)C1CCCCC1,ambrisentan,BRD-K41185545,OUJTZYPIHDYQMC-LJQANCHMSA-N,C02KX02
NC1C(BR)CC(BR)CC1CN[C@H]1CC[C@H](O)CC1,ambroxol,BRD-K56558538,JBDGDEWWOUBZPM-XYPYZODXSA-N,R05CB06
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,amcinonide,BRD-A36010170,ILKJAFIWWBXGDU-ZYDCGBIBSA-N,D07AC11
NCCCCN(CC1NC2CCCCC2[NH]1)[C@H]1CCCC2CCCNC12,AMD-11070,BRD-K42948882,WVLHHLRVNDMIAR-IBGZPJMESA-N,
CCN(CC)C(C)C(=O)C1CCCCC1,amfepramone,BRD-A37288617,XXEPPPIWZFICOJ-UHFFFAOYSA-N,A08AA03
COC1CCC2C(OCC3NNC4CCC(NN34)-C3CCCCC3)CCNC2C1,AMG-208,BRD-K32285926,HEAIZQNMNCHNFD-UHFFFAOYSA-N,
CC(C)[C@@H](CS(=O)(=O)C(C)C)N1[C@@H]([C@H](C[C@](C)(CC(O)=O)C1=O)C1CCCC(CL)C1)C1CCC(CL)CC1,AMG-232,BRD-K64925568,DRLCSJFKKILATL-YWCVFVGNSA-N,
CCOC1CCC(CC1)-N1C(NC2NCCCC2C1=O)[C@@H](C)N(CC1CCCNC1)C(=O)CC1CCC(OC(F)(F)F)CC1,AMG-487,BRD-K90239174,WQTKNBPCJKRYPA-OAQYLSRUSA-N,
CC(=O)NC1NC2C(OC3CC(NCN3)-C3CCC(CC3)C(F)(F)F)CCCC2S1,AMG-517,BRD-K34185671,YUTIXVXZQIQWGY-UHFFFAOYSA-N,
CC#C[C@@H](CC(O)=O)C1CCC(OCC2CCCC(C2)-C2CCC(CC2)C(F)(F)F)CC1,AMG-837,BRD-K43802723,ZOPNBMMVVZRSGH-NRFANRHFSA-N,
NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O,amikacin,BRD-A30051119,LKCWBDHBTVXHDL-CJMFXXNZSA-N,S01AA21
NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O,amikacin,BRD-A30051119,LKCWBDHBTVXHDL-CJMFXXNZSA-N,D06AX12
NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O,amikacin,BRD-A30051119,LKCWBDHBTVXHDL-CJMFXXNZSA-N,J01GB06
NC(=N)NC(=O)C1NC(CL)C(N)NC1N,amiloride,BRD-K97181089,XSDQTOBWRPYKKA-UHFFFAOYSA-N,C03DB01
OC(=O)CCCCCCNC1C2CCCCC2CCC2CCCCC12,amineptine,BRD-K24219278,ONNOFKFOZAJDHT-UHFFFAOYSA-N,N06AA19
NCCCCCC(O)=O,aminocaproic-acid,BRD-K64931368,SLXKOJJOQWFEFD-UHFFFAOYSA-N,
CCC1(CCC(=O)NC1=O)C1CCC(N)CC1,aminoglutethimide,BRD-A25234499,ROBVIMPUHSLWNV-UHFFFAOYSA-N,L02BG01
NNC(N)=N,aminoguanidine,BRD-K25114078,HAMNKKUPIHEESI-UHFFFAOYSA-N,
NC1CCC(C(O)=O)C(O)C1,aminosalicylic-acid,BRD-K80267133,WUBBRNOQWQTFEX-UHFFFAOYSA-N,
CCCCC1OC2CCCCC2C1C(=O)C1CC(I)C(OCCN(CC)CC)C(I)C1,amiodarone,BRD-K17561142,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,C01BD01
CN(C)CCCO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H](O)CO,amiprilose,BRD-K97643133,YXBQLONCIPUQKO-UJPOAAIJSA-N,
CLC1CCC(CC1CL)C12CC1CNC2,amitifadine,BRD-A68942014,BSMNRYCSBFHEMQ-UHFFFAOYSA-N,
CN(C)CCC=C1C2CCCCC2CCC2CCCCC12,amitriptyline,BRD-K53737926,KRMDCWKBEZIMAB-UHFFFAOYSA-N,N06AA09
CC(C)C1CCC2OC3NC(N)C(CC3C(=O)C2C1)C(O)=O,amlexanox,BRD-K29530284,SGRYPYWGNKJSDL-UHFFFAOYSA-N,R03DX01
CC(C)C1CCC2OC3NC(N)C(CC3C(=O)C2C1)C(O)=O,amlexanox,BRD-K29530284,SGRYPYWGNKJSDL-UHFFFAOYSA-N,A01AD07
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2CL)C(=O)OC)C)COCCN,amlodipine,BRD-A22032524,HTIQEAQVCYTUBX-UHFFFAOYSA-N,C08CA01
C[C@]12CC[C@@](C)(C[C@H]1C1=CC(=O)[C@@H]3[C@]4(C)CC[C@H](O[C@H]5O[C@@H]([C@@H](O)[C@H](O)[C@@H]5O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O)C(O)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(O)=O,ammonium-glycyrrhizinate,BRD-K15318383,LPLVUJXQOOQHMX-FKSWRZCVSA-N,
CCN(CC)CC1CC(NC2CCNC3CC(CL)CCC23)CCC1O,amodiaquine,BRD-K91290917,OVCDSSHSILBFBN-UHFFFAOYSA-N,P01BA06
CN(C)CCN1C(=O)C2CCCC3CC(N)CC(C1=O)C23,amonafide,BRD-K56334280,UPALIKSFLSVKIS-UHFFFAOYSA-N,
CLC1CCC2OC3CCCCC3N=C(N3CCNCC3)C2C1,amoxapine,BRD-K02265150,QWGDMFLQWFTERH-UHFFFAOYSA-N,N06AA17
O=C(N1CCCCC1)C1CCC2NCCNC2C1,ampalex,BRD-K24771047,ANDGGVOPIJEHOF-UHFFFAOYSA-N,
NC1CC(C[NH]C1=O)-C1CCNCC1,amrinone,BRD-K45924332,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,C01CE01
COC1CC(NS(C)(=O)=O)CCC1NC1C2CCCCC2NC2CCCCC12,amsacrine,BRD-K68346641,XCPGHVQEEXUHNC-UHFFFAOYSA-N,L01XX01
COC1CCCCC1OC(=O)CNC(=O)CC1CCC(C(=O)C2CCC(C)CC2)N1C,amtolmetin-guacil,BRD-K70924353,CWJNMKKMGIAGDK-UHFFFAOYSA-N,
S=C(NCC1CCC2OCOC2C1)N1CCN(CC1)C1NCNC2C3CCCCC3OC12,amuvatinib,BRD-K66538826,FOFDIMHVKGYHRU-UHFFFAOYSA-N,
CCCCCCCCCCCCCCCC1CCCC(O)C1C(O)=O,anacardic-acid,BRD-K66989831,ADFWQBGTDJIESE-UHFFFAOYSA-N,
COC1CC(F)C(CC1-C1CCC(CC1CN1[C@H](C)[C@H](OC1=O)C1CC(CC(C1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C,anacetrapib,BRD-K44366189,MZZLGJHLQGUVPN-WZQKQDCOSA-N,
CLC1CCC2N=C3NC(=O)CN3CC2C1CL,anagrelide,BRD-K62200014,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,L01XX35
CN(C)N(C)C(=O)[C@@]1(CC2CCCCC2)CCCN(C1)C(=O)[C@@H](CC1C[NH]C2CCCCC12)NC(=O)C(C)(C)N,anamorelin,BRD-K01174345,VQPFSIRUEPQQPP-MXBOTTGLSA-N,
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO,anandamide,BRD-K42352790,LGEQQWMQCRIYKG-DOFZRALJSA-N,
CC(C)(C#N)C1CC(CN2CNCN2)CC(C1)C(C)(C)C#N,anastrozole,BRD-K52172416,YBBLVLTVTVSKRW-UHFFFAOYSA-N,L02BG03
CC(=O)NC1CCC(OC[C@](C)(O)C(=O)NC2CCC(C(C2)C(F)(F)F)[N+]([O-])=O)CC1,andarine,BRD-K82164249,YVXVTLGIDOACBJ-SFHVURJKSA-N,
C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@@H](C\C=C3/C(O)COC3=O)C(=C)CC[C@H]12,andrographolide,BRD-A63236097,BOJKULTULYSRAS-JDTKQMTISA-N,
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C,anecortave-acetate,BRD-A53566267,YUWPMEXLKGOSBF-SQIVGGFUSA-N,
CCCCCOC1CCC(CC1)-C1CCC(CC1)-C1CCC(CC1)C(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(NC(=O)C(NC(=O)C2CC(O)CN2C(=O)C(NC1=O)C(C)O)C(O)C(O)C1CCC(O)CC1)C(C)O,anidulafungin,BRD-A75305484,JHVAMHSQVVQIOT-UHFFFAOYSA-N,J02AX06
COC1CCC(CC1)C(=O)N1CCCC1=O,aniracetam,BRD-K88611939,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,N06BX11
CN1C2C[C@H](O)[C@H]1C[C@H](C2)OC(=O)[C@H](CO)C1CCCCC1,anisodamine,BRD-A29623586,WTQYWNWRJNXDEG-GZPFGDLZSA-N,
COC1CC(CCC1NC1NCC(CL)C(NC2CCCCC2P(C)(C)=O)N1)N1CCC(CC1)N(C)C,AP-26113,BRD-K56032964,OVDSPTSBIQCAIN-UHFFFAOYSA-N,
COC1CC(OC)C2C(C1)[NH]C(NC2=O)-C1CC(C)C(OCCO)C(C)C1,apabetalone,BRD-K20001883,NETXMUIMUZJUTB-UHFFFAOYSA-N,
CC1NNC2CN=C(C3CC(CCC(=O)N4CCOCC4)SC3-N12)C1CCCCC1CL,apafant,BRD-K28115081,JGPJQFOROWSRRS-UHFFFAOYSA-N,
CC(C)OC(=O)N1CCC(CC1)OC1NCNC2N(NCC12)-C1CCC(CC1F)S(C)(=O)=O,APD-668,BRD-K10859802,XTRUQJBVQBUKSQ-UHFFFAOYSA-N,
C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@]21CC[C@]3(O)CO,aphidicolin,BRD-K85140930,NOFOAYPPHIUXJR-APNQCZIXSA-N,
CC1CC(OCCN2CCOCC2)NN1-C1CCC2CCCCC2C1,API-001,BRD-K26325692,DGPGXHRHNRYVDH-UHFFFAOYSA-N,
COC1CCC(CC1)-N1NC(C(N)=O)C2CCN(C(=O)C12)C1CCC(CC1)N1CCCCC1=O,apixaban,BRD-K67121414,QNZCBYKSOIHPEH-UHFFFAOYSA-N,B01AF02
COC1CC(CCC1O)C(C)=O,apocynin,BRD-K64990520,DFYRUELUNQRZTB-UHFFFAOYSA-N,
CCOC1CC(CCC1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2CCCC(NC(C)=O)C2C1=O,apremilast,BRD-K93208532,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,L04AA32
C[C@H](O[C@H]1OCCN(CC2N[NH]C(=O)[NH]2)[C@H]1C1CCC(F)CC1)C1CC(CC(C1)C(F)(F)F)C(F)(F)F,aprepitant,BRD-K65170927,ATALOFNDEOCMKK-OCCQLPPTSA-N,A04AD12
COC1CCC(CNC(=O)NC2NCC(S2)[N+]([O-])=O)CC1,AR-A014418,BRD-K67860401,YAEMHJKFIIIULI-UHFFFAOYSA-N,
OC[C@H]1O[C@@H](OC2CCC(O)CC2)[C@H](O)[C@@H](O)[C@@H]1O,arbutin,BRD-K08037784,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,
C[C@@H]1CCN([C@@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1CCCC2CC(C)CNC12,argatroban,BRD-A10012892,KXNPVXPOPUZYGB-YZYLHUITSA-N,B01AE03
CC1=CC[C@]23O[C@@]2(C)CC[C@@H]2[C@H](OC(=O)C2=C)[C@@H]13,arglabin,BRD-K62734952,UVJYAKBJSGRTHA-CUZKYEQNSA-N,
CLC1CCCC(N2CCN(CCCCOC3CCC4CCC(=O)NC4C3)CC2)C1CL,aripiprazole,BRD-K70358946,CEUORZQYGODEFX-UHFFFAOYSA-N,N05AX12
NC(=O)C[S@@](=O)C(C1CCCCC1)C1CCCCC1,armodafinil,BRD-K87278688,YFGHCGITMMYXAQ-LJQANCHMSA-N,N06BA13
CNC(=O)C1CCC(CC1F)N1C(=S)N(C(=O)C11CCC1)C1CNC(C#N)C(C1)C(F)(F)F,ARN-509,BRD-K91308639,HJBWBFZLDZWPHF-UHFFFAOYSA-N,
CCCN1C(=O)N(-C2CCC(CL)CC2)C2[NH]CNC2C1=O,arofylline,BRD-K33852358,GVTLDPJNRVMCAL-UHFFFAOYSA-N,
