,smiles,name,id,inchi_key,atc
1385,C1CC1C(NC1=NCCO1)C1CC1,rilmenidine,BRD-K01638814,CQXADFVORZEARL-UHFFFAOYSA-N,C02AC06
1388,CC(N)C12CC3CC(CC(C3)C1)C2,rimantadine,BRD-A75479906,UBCHPRBFMUDMNC-UHFFFAOYSA-N,J05AC02
1404,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,romidepsin,BRD-K61397605,OHRURASPPZQGQM-GCCNXGTGSA-N,L01XX39
1524,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,tacrolimus,BRD-K69608737,QJJXYPPXXYFBGM-LFZNUXCKSA-N,D11AH01
1686,NC(N)=O,urea,BRD-K88052444,XSQUKJJJFZCRTK-UHFFFAOYSA-N,D02AE01
2170,FC1C[NH]C(=O)[NH]C1=O,fluorouracil,BRD-K24844714,GHASVSINZRGABV-UHFFFAOYSA-N,L01BC02
2171,NC1NC(NC2CC2)C2NCN(C3C[C@H](CO)C=C3)C2N1,abacavir,BRD-A95032015,MCGSCOLBFJQGHM-HNHGDDPOSA-N,J05AF06
2172,C[C@@H]1O[C@H](O[C@@H]2[C@H](CO)O[C@H](O[C@@H]3[C@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O,acarbose,BRD-K01621533,XUFXOAAUWZOOIT-PCKYEMPFSA-N,A10BF01
2173,CCCC(=O)NC1CCC(OCC(O)CNC(C)C)C(C1)C(C)=O,acebutolol,BRD-A29260609,GOEMGAFJFRBGGG-UHFFFAOYSA-N,C07AB04
2174,CC(=O)CC(C1CCC(CC1)[N+]([O-])=O)C1C(O)C2CCCCC2OC1=O,acenocoumarol,BRD-A65051990,VABCILAOYCMVPS-UHFFFAOYSA-N,B01AA07
2175,CC(=O)NC1NNC(S1)S(N)(=O)=O,acetazolamide,BRD-K43457670,BZKPWHYZMXOIDC-UHFFFAOYSA-N,S01EC01
2176,CC(=O)N[C@H](CS)C(O)=O,acetylcysteine,BRD-K67174965,PWKSKIMOESPYIA-SCSAIBSYSA-N,S01XA08
2177,CC(=O)N[C@H](CS)C(O)=O,acetylcysteine,BRD-K67174965,PWKSKIMOESPYIA-SCSAIBSYSA-N,V03AB23
2178,CC(=O)N[C@H](CS)C(O)=O,acetylcysteine,BRD-K67174965,PWKSKIMOESPYIA-SCSAIBSYSA-N,R05CB01
2179,CC1CNC(C[N+]1[O-])C(O)=O,acipimox,BRD-K63736853,DJQOOSBJCLSSEY-UHFFFAOYSA-N,C10AD06
2180,CC1CCC(CC1)C(=C/CN1CCCC1)\C1CCCC(\C=C\C(O)=O)N1,acrivastine,BRD-K50163129,PWACSDKDOHSSQD-IUTFFREVSA-N,R06AX18
2181,COC1CCC(CC1C12CC3CC(CC(C3)C1)C2)-C1CCC2CC(CCC2C1)C(O)=O,adapalene,BRD-K33127281,LZCDAPDGXCYOEH-UHFFFAOYSA-N,D10AD03
2182,NC1NCNC2N(CNC12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,adenosine,BRD-K01577834,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C01EB10
2183,CN(C)C\C=C\C(=O)NC1CC2C(NC3CCC(F)C(CL)C3)NCNC2CC1O[C@H]1CCOC1,afatinib,BRD-K66175015,ULXXDDBFHOBEHA-CWDCEQMOSA-N,L01XE13
2184,CN(C)C\C=C\C(=O)NC1CC2C(NC3CCC(F)C(CL)C3)NCNC2CC1OC1CCOC1,afatinib,BRD-A58767537,ULXXDDBFHOBEHA-ONEGZZNKSA-N,L01XE13
2185,COC1CCC2CCCC(CCNC(C)=O)C2C1,agomelatine,BRD-K84698278,YJYPHIXNFHFHND-UHFFFAOYSA-N,N06AX22
2186,CC(N)C(=O)OC(C)(C)CC1CCC(CL)CC1,alaproclate,BRD-A14966924,FZSPJBYOKQPKCD-UHFFFAOYSA-N,N06AB07
2187,CCCSC1CCC2[NH]C(NC(=O)OC)NC2C1,albendazole,BRD-K79131256,HXHWSAZORRCQMX-UHFFFAOYSA-N,P02CA03
2188,CCC1CC2C(=O)C3C([NH]C4CC(CCC34)C#N)C(C)(C)C2CC1N1CCC(CC1)N1CCOCC1,alectinib,BRD-K11267252,KDGFLJKFZUIJMX-UHFFFAOYSA-N,L01XE36
2189,COCCCOC1CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)CCC1OC,aliskiren,BRD-K30020243,UXOWGYHJODZGMF-QORCZRPOSA-N,C09XA02
2190,COC1CC2[NH]NNC2CC1C(=O)NCC1CCCN1CC=C,alizapride,BRD-A03061970,KSEYRUGYKHXGFW-UHFFFAOYSA-N,A03FA05
2191,O=C1[NH]CNC2[NH]NCC12,allopurinol,BRD-K86307448,OFCNXPDARWKPPY-UHFFFAOYSA-N,M04AA01
2192,FC1CCC(CC1)C(N1CCN(CC1)C1NC(NCC=C)NC(NCC=C)N1)C1CCC(F)CC1,almitrine,BRD-K82677201,OBDOVFRMEYHSQB-UHFFFAOYSA-N,R07AB07
2193,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCCCCC(O)=O,alprostadil,BRD-K73691377,GMVPRGQOIOIIMI-AIJKCLAYSA-N,C01EA01
2194,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1CCCCCCC(O)=O,alprostadil,BRD-K73691377,GMVPRGQOIOIIMI-AIJKCLAYSA-N,G04BE01
2195,CN(C)C1NC(NC(N1)N(C)C)N(C)C,altretamine,BRD-K67043667,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,L01XX03
2196,C[C@H]1CN(C[C@H](CC2CCCCC2)C(=O)NCC(O)=O)CC[C@@]1(C)C1CCCC(O)C1,alvimopan,BRD-K07857022,UPNUIXSCZBYVBB-JVFUWBCBSA-N,A06AH02
2197,COC([C@H](OC1NC(C)CC(C)N1)C(O)=O)(C1CCCCC1)C1CCCCC1,ambrisentan,BRD-K41185545,OUJTZYPIHDYQMC-LJQANCHMSA-N,C02KX02
2198,NC1C(BR)CC(BR)CC1CN[C@H]1CC[C@H](O)CC1,ambroxol,BRD-K56558538,JBDGDEWWOUBZPM-XYPYZODXSA-N,R05CB06
2199,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,amcinonide,BRD-A36010170,ILKJAFIWWBXGDU-ZYDCGBIBSA-N,D07AC11
2200,CCN(CC)C(C)C(=O)C1CCCCC1,amfepramone,BRD-A37288617,XXEPPPIWZFICOJ-UHFFFAOYSA-N,A08AA03
2201,NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O,amikacin,BRD-A30051119,LKCWBDHBTVXHDL-CJMFXXNZSA-N,S01AA21
2202,NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O,amikacin,BRD-A30051119,LKCWBDHBTVXHDL-CJMFXXNZSA-N,D06AX12
2203,NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O,amikacin,BRD-A30051119,LKCWBDHBTVXHDL-CJMFXXNZSA-N,J01GB06
2204,NC(=N)NC(=O)C1NC(CL)C(N)NC1N,amiloride,BRD-K97181089,XSDQTOBWRPYKKA-UHFFFAOYSA-N,C03DB01
2205,OC(=O)CCCCCCNC1C2CCCCC2CCC2CCCCC12,amineptine,BRD-K24219278,ONNOFKFOZAJDHT-UHFFFAOYSA-N,N06AA19
2206,CCC1(CCC(=O)NC1=O)C1CCC(N)CC1,aminoglutethimide,BRD-A25234499,ROBVIMPUHSLWNV-UHFFFAOYSA-N,L02BG01
2207,CCCCC1OC2CCCCC2C1C(=O)C1CC(I)C(OCCN(CC)CC)C(I)C1,amiodarone,BRD-K17561142,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,C01BD01
2208,CN(C)CCC=C1C2CCCCC2CCC2CCCCC12,amitriptyline,BRD-K53737926,KRMDCWKBEZIMAB-UHFFFAOYSA-N,N06AA09
2209,CC(C)C1CCC2OC3NC(N)C(CC3C(=O)C2C1)C(O)=O,amlexanox,BRD-K29530284,SGRYPYWGNKJSDL-UHFFFAOYSA-N,R03DX01
2210,CC(C)C1CCC2OC3NC(N)C(CC3C(=O)C2C1)C(O)=O,amlexanox,BRD-K29530284,SGRYPYWGNKJSDL-UHFFFAOYSA-N,A01AD07
2211,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2CL)C(=O)OC)C)COCCN,amlodipine,BRD-A22032524,HTIQEAQVCYTUBX-UHFFFAOYSA-N,C08CA01
2212,CCN(CC)CC1CC(NC2CCNC3CC(CL)CCC23)CCC1O,amodiaquine,BRD-K91290917,OVCDSSHSILBFBN-UHFFFAOYSA-N,P01BA06
2213,CLC1CCC2OC3CCCCC3N=C(N3CCNCC3)C2C1,amoxapine,BRD-K02265150,QWGDMFLQWFTERH-UHFFFAOYSA-N,N06AA17
2214,NC1CC(C[NH]C1=O)-C1CCNCC1,amrinone,BRD-K45924332,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,C01CE01
2215,COC1CC(NS(C)(=O)=O)CCC1NC1C2CCCCC2NC2CCCCC12,amsacrine,BRD-K68346641,XCPGHVQEEXUHNC-UHFFFAOYSA-N,L01XX01
2216,CLC1CCC2N=C3NC(=O)CN3CC2C1CL,anagrelide,BRD-K62200014,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,L01XX35
2217,CC(C)(C#N)C1CC(CN2CNCN2)CC(C1)C(C)(C)C#N,anastrozole,BRD-K52172416,YBBLVLTVTVSKRW-UHFFFAOYSA-N,L02BG03
2218,CCCCCOC1CCC(CC1)-C1CCC(CC1)-C1CCC(CC1)C(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(NC(=O)C(NC(=O)C2CC(O)CN2C(=O)C(NC1=O)C(C)O)C(O)C(O)C1CCC(O)CC1)C(C)O,anidulafungin,BRD-A75305484,JHVAMHSQVVQIOT-UHFFFAOYSA-N,J02AX06
2219,COC1CCC(CC1)C(=O)N1CCCC1=O,aniracetam,BRD-K88611939,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,N06BX11
2220,COC1CCC(CC1)-N1NC(C(N)=O)C2CCN(C(=O)C12)C1CCC(CC1)N1CCCCC1=O,apixaban,BRD-K67121414,QNZCBYKSOIHPEH-UHFFFAOYSA-N,B01AF02
2221,CCOC1CC(CCC1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2CCCC(NC(C)=O)C2C1=O,apremilast,BRD-K93208532,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,L04AA32
2222,C[C@H](O[C@H]1OCCN(CC2N[NH]C(=O)[NH]2)[C@H]1C1CCC(F)CC1)C1CC(CC(C1)C(F)(F)F)C(F)(F)F,aprepitant,BRD-K65170927,ATALOFNDEOCMKK-OCCQLPPTSA-N,A04AD12
2223,C[C@@H]1CCN([C@@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1CCCC2CC(C)CNC12,argatroban,BRD-A10012892,KXNPVXPOPUZYGB-YZYLHUITSA-N,B01AE03
2224,CLC1CCCC(N2CCN(CCCCOC3CCC4CCC(=O)NC4C3)CC2)C1CL,aripiprazole,BRD-K70358946,CEUORZQYGODEFX-UHFFFAOYSA-N,N05AX12
2225,NC(=O)C[S@@](=O)C(C1CCCCC1)C1CCCCC1,armodafinil,BRD-K87278688,YFGHCGITMMYXAQ-LJQANCHMSA-N,N06BA13
2226,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(O)=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,artesunate,BRD-K17944737,FIHJKUPKCHIPAT-AXFKQHSWSA-N,P01BE03
2227,CN1C[C@H]2[C@H](C1)C1CC(CL)CCC1OC1CCCCC21,asenapine,BRD-K95260951,VSWBSWWIRNCQIJ-HUUCEWRRSA-N,N05AH05
2228,OC(=O)C1CCCC(C1)-C1NOC(N1)-C1CCCCC1F,ataluren,BRD-K94830329,OOUGLTULBSNHNF-UHFFFAOYSA-N,M09AX03
2229,CNCC[C@@H](OC1CCCCC1C)C1CCCCC1,atomoxetine,BRD-K20141153,VHGCDTVCOLNTBX-QGZVFWFLSA-N,N06BA09
2230,CC(C)C1C(C(=O)NC2CCCCC2)C(C(-C2CCC(F)CC2)N1CC[C@@H](O)C[C@@H](O)CC(O)=O)-C1CCCCC1,atorvastatin,BRD-K69726342,XUKUURHRXDUEBC-KAYWLYCHSA-N,C10AA05
2231,CLC1CCC(CC1)[C@H]1CC[C@@H](CC1)C1C(=O)C(=O)C2CCCCC2C1=O,atovaquone,BRD-A19795905,UYFLKEIEOREOFC-KWRXGGKWSA-N,P01AX06
2232,COC1CCC(C[C@@H]2C3CC(OC)C(OC)CC3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCC3CC(OC)C(OC)CC3[C@H]2CC2CCC(OC)C(OC)C2)CC1OC,atracurium,BRD-K17498618,YXSLJKQTIDHPOT-LJCJQEJUSA-N,M03AC04
2233,COC1CCC(CNC2NC(NCC2C(=O)NCC2NCCCN2)N2CCC[C@H]2CO)CC1CL,avanafil,BRD-K65781196,WEAJZXNPAWBCOA-INIZCTEOSA-N,G04BE10
2234,NC1NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)N1,azacitidine,BRD-K55026842,NMUSYJAQQFHJEW-ARQDHWQXSA-N,L01BC07
2235,NC1NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,azacitidine,BRD-K03406345,NMUSYJAQQFHJEW-KVTDHHQDSA-N,L01BC07
2236,CN1CNC(C1SC1[NH]CNC2NCNC12)[N+]([O-])=O,azathioprine,BRD-K32821942,LMEKQMALGUDUQG-UHFFFAOYSA-N,L04AX01
2237,CN1CCCC(CC1)N1NC(CC2CCC(CL)CC2)C2CCCCC2C1=O,azelastine,BRD-A68888262,MBUVEWMHONZEQD-UHFFFAOYSA-N,R06AX19
2238,CN1CCCC(CC1)N1NC(CC2CCC(CL)CC2)C2CCCCC2C1=O,azelastine,BRD-A68888262,MBUVEWMHONZEQD-UHFFFAOYSA-N,S01GX07
2239,CN1CCCC(CC1)N1NC(CC2CCC(CL)CC2)C2CCCCC2C1=O,azelastine,BRD-A68888262,MBUVEWMHONZEQD-UHFFFAOYSA-N,R01AC03
2240,CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,azithromycin,BRD-K73794685,MQTOSJVFKKJCRP-MTXCBGCVSA-N,S01AA26
2241,CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,azithromycin,BRD-K73794685,MQTOSJVFKKJCRP-MTXCBGCVSA-N,J01FA10
2242,OC(=O)CCNC(=O)C1CCC(CC1)N=NC1CCC(O)C(C1)C(O)=O,balsalazide,BRD-K41410256,IPOKCKJONYRRHP-UHFFFAOYSA-N,A07EC04
2243,CN(C)C(=O)OC1CC(OC(=O)N(C)C)CC(C1)C(O)CNC(C)(C)C,bambuterol,BRD-A17462676,ANZXOIAKUNOVQU-UHFFFAOYSA-N,R03CC12
2244,CCS(=O)(=O)N1CC(CC#N)(C1)N1CC(CN1)-C1NCNC2[NH]CCC12,baricitinib,BRD-K53581288,XUZMWHLSFXCVMG-UHFFFAOYSA-N,L04AA37
2245,CC1C(-C2CCC(O)CC2)N(CC2CCC(OCCN3CCCCCC3)CC2)C2CCC(O)CC12,bazedoxifene,BRD-K90195324,UCJGJABZCDBEDK-UHFFFAOYSA-N,G03XC02
2246,ONC(=O)\C=C\C1CCCC(C1)S(=O)(=O)NC1CCCCC1,belinostat,BRD-K17743125,NCNRHFGMJRPRSK-MDZDMXLPSA-N,L01XX49
2247,CCC1(C)CC(=O)NC(=O)C1,bemegride,BRD-K14993104,ORRZGUBHBVWWOP-UHFFFAOYSA-N,R07AB05
2248,CCOC(=O)[C@H](CCC1CCCCC1)N[C@H]1CCC2CCCCC2N(CC(O)=O)C1=O,benazepril,BRD-K49807096,XPCFTKFZXHTYIP-PMACEKPBSA-N,C09AA07
2249,CN1C(CCCC(O)=O)NC2CC(CCC12)N(CCCL)CCCL,bendamustine,BRD-K17068645,YTKUWDBFDASYHO-UHFFFAOYSA-N,L01AA09
2250,NS(=O)(=O)C1CC2C(NC(CC3CCCCC3)NS2(=O)=O)CC1C(F)(F)F,bendroflumethiazide,BRD-A80017228,HDWIHXWEUNVBIY-UHFFFAOYSA-N,C03AA01
2251,CC(CC1CCCC(C1)C(F)(F)F)NCCOC(=O)C1CCCCC1,benfluorex,BRD-A22305049,CJAVTWRYCDNHSM-UHFFFAOYSA-N,A10BX06
2252,CCC1OC2CCCCC2C1C(=O)C1CC(BR)C(O)C(BR)C1,benzbromarone,BRD-K11717138,WHQCHUCQKNIQEC-UHFFFAOYSA-N,M04AB03
2253,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,G02CC03
2254,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,R02AX03
2255,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,A01AD02
2256,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,M02AA05
2257,CN(C)CCCOC1NN(CC2CCCCC2)C2CCCCC12,benzydamine,BRD-K28542495,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,M01AX07
2258,CC1(C)S[C@@H]2[C@H](NC(=O)CC3CCCCC3)C(=O)N2[C@H]1C(O)=O,benzylpenicillin,BRD-K55191674,JGSARLDLIJGVTE-MBNYWOFBSA-N,S01AA14
2259,CC1(C)S[C@@H]2[C@H](NC(=O)CC3CCCCC3)C(=O)N2[C@H]1C(O)=O,benzylpenicillin,BRD-K55191674,JGSARLDLIJGVTE-MBNYWOFBSA-N,J01CE01
2260,CNCCC1CCCCN1,betahistine,BRD-K91315211,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,N07CA01
2261,CC1CC2C(CC1C(=C)C1CCC(CC1)C(O)=O)C(C)(C)CCC2(C)C,bexarotene,BRD-K92441787,NAVMQTYZDKMPEU-UHFFFAOYSA-N,L01XX25
2262,CC(C)(OC1CCC(CCNC(=O)C2CCC(CL)CC2)CC1)C(O)=O,bezafibrate,BRD-K46018455,IIBYAHWJQTYFKB-UHFFFAOYSA-N,C10AB02
2263,CC(O)(CS(=O)(=O)C1CCC(F)CC1)C(=O)NC1CCC(C#N)C(C1)C(F)(F)F,bicalutamide,BRD-A29485665,LKJPYSCBVHEWIU-UHFFFAOYSA-N,L02BB03
2264,CNCCCCOC1CCCCC1CC1CCCCC1,bifemelane,BRD-K18779551,QSQQPMHPCBLLGX-UHFFFAOYSA-N,N06AX08
2265,C1CN(CN1)C(C1CCCCC1)C1CCC(CC1)-C1CCCCC1,bifonazole,BRD-A94543220,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,D01AC10
2266,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(O)CCC1CCCCC1,bimatoprost,BRD-A45153512,AQOKCDNYWBIDND-GCYMYIANSA-N,S01EE03
2267,CN1CNC2C(F)C(NC3CCC(BR)CC3F)C(CC12)C(=O)NOCCO,binimetinib,BRD-K82244583,ACWZRVQXLIRSDF-UHFFFAOYSA-N,L01XE41
2268,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1CCCCC1,biperiden,BRD-A00546892,YSXKPIUOCJLQIE-UHFFFAOYSA-N,N04AA02
2269,CC(C)NCC(O)COC1CCC(COCCOC(C)C)CC1,bisoprolol,BRD-A89175223,VHYCDWMUTMEGQY-UHFFFAOYSA-N,C07AB07
2270,CC1CC2C(OCC(CNC(C)(C)C)OC(=O)C3CCCCC3)CCCC2[NH]1,bopindolol,BRD-A07563059,UUOJIACWOAYWEZ-UHFFFAOYSA-N,C07AA17
2271,CC(C)C[C@@H](NC(=O)[C@@H](CC1CCCCC1)NC(=O)C1=CNC=CN1)B(O)O,bortezomib,BRD-K50691590,RFGAQTOFZHCFHG-NVXWUHKLSA-N,L01XX32
2272,CC(C)C[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)C1CNCCN1)B(O)O,bortezomib,BRD-K88510285,GXJABQQUPOEUTA-RDJZCZTQSA-N,L01XX32
2273,COC1CCCCC1OC1C(NS(=O)(=O)C2CCC(CC2)C(C)(C)C)NC(NC1OCCO)-C1NCCCN1,bosentan,BRD-K74763371,GJPICJJJRGTNOD-UHFFFAOYSA-N,C02KX01
2274,COC1CC(NC2C(CNC3CC(OCCCN4CCN(C)CC4)C(OC)CC23)C#N)C(CL)CC1CL,bosutinib,BRD-K99964838,UBPYILGKFZZVDX-UHFFFAOYSA-N,L01XE14
2275,O=C1CCC2CCC(OCCCCN3CCN(CC3)C3CCCC4SCCC34)CC2[NH]1,brexpiprazole,BRD-K00911143,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,N05AX16
2276,OC[C@H]1O[C@H](CC1O)N1CC(\C=C\BR)C(=O)[NH]C1=O,brivudine,BRD-A63675168,ODZBBRURCPAEIQ-GIANCMQGSA-N,J05AB15
2277,CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4CC5C(BR)[NH]C6CCCC(C4=C3)C56)(OC2(O)[C@@H]2CCCN2C1=O)C(C)C,bromocriptine,BRD-A80151636,OZVBMTJYIDMWIL-NXIPCUEUSA-N,G02CB01
2278,CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4CC5C(BR)[NH]C6CCCC(C4=C3)C56)(OC2(O)[C@@H]2CCCN2C1=O)C(C)C,bromocriptine,BRD-A80151636,OZVBMTJYIDMWIL-NXIPCUEUSA-N,N04BC01
2279,CCCC(=O)NC1NCNC2N(CNC12)C1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC,bucladesine,BRD-A15931911,CJGYSWNGNKCJSB-ZBSNKJFMSA-N,C01CE04
2280,CC(C)(C)N1CCC(CC1)(C1CCCCC1)C1CCCCC1,budipine,BRD-K18324993,QIHLUZAFSSMXHQ-UHFFFAOYSA-N,N04BX03
2281,COC1CC(OC)C(C(=O)CCCN2CCCC2)C(OC)C1,buflomedil,BRD-K19462402,OWYLAEYXIQKAOL-UHFFFAOYSA-N,C04AX20
2282,CCCCNC1CC(CC(C1OC1CCCCC1)S(N)(=O)=O)C(O)=O,bumetanide,BRD-K38197229,MAEIEVLCKWDQJH-UHFFFAOYSA-N,C03CA02
2283,CCCCN1CCCCC1C(=O)NC1C(C)CCCC1C,bupivacaine,BRD-A01636364,LEBVLXFERQHONN-UHFFFAOYSA-N,N01BB01
